Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Paladin's Pistol
聖騎士の小銃",Ranged,,1394,2085,744,1110,"5333
(Lv120)",16,"Evil Gust of Leeching (III)
Deal great magical damage to 1 enemy, and recover a small amount of own HP.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Demise-Carving Hammer
終焉を刻む槌",Hammer,,2226,1180,742,1108,"5256
(Lv120)",16,"Gale of Destruction (III)
Deal great physical damage to 1-2 enemies.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Blade of Spared Lives
不殺の刃",Blade,,1998,1612,740,1106,"5456
(Lv120)",16,"Tornado of Leeching (III)
Deal great physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Remaining Time
残サレタ時間",Focus,,1398,2089,748,1114,"5349
(Lv120)",16,"Gale of Exorcism (III)
Deal great magical damage to 1-2 enemies.","ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK and magical ATK while attacking."
Compare,,"Wiseman of Hollyhocks (Two Petals)
葵の賢者(二弁)",Staff,,2091,1392,746,1112,"5341
(Lv120)",16,"Blessed Gospel (III)
Heal 1-2 allies by a great amount of HP.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Knight's Journal
騎士の日記",Tome,,2089,1390,1112,742,"5333
(Lv120)",16,"Curse of Rust (IV)
Reduce the physical ATK of 1 enemy by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Violin of an Ancient Dynasty
古代王朝の提琴",Instr.,,2087,1388,1110,740,"5325
(Lv120)",16,"Holy Knight's Gospel (II)
Increase the physical DEF and magical DEF of 2 allies by a moderate amount.","Barrier Break (II)
Fixed chance to moderately reduce enemy's physical DEF and magical DEF while attacking."
Compare,,"Holy Spear of Beloved Green
愛緑者の聖槍",Polearm,,543,667,292,358,"1860
(Lv70)",10,"Gale of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Axe of the Oracle Knight
神託騎士の斧",Hammer,,679,547,300,366,"1892
(Lv70)",10,"Gale of Destruction (I)
Deal small physical damage to 1-2 enemies.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Tragedy of the Wicked Woman
悪女の悲劇",Blade,,546,439,241,294,"1520
(Lv70)",8,"Gale of Destruction (II)
Deal moderate physical damage to 1 enemy.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Grudge of the Zealot
盲信者の怨念",Focus,,441,540,294,237,"1512
(Lv70)",8,"Gale of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Staff of the Sage
賢者の杖",Staff,,545,669,294,360,"1868
(Lv70)",10,"Blessed Gospel (I)
Heal 1-2 allies by a small amount of HP.","P.DEF Debuff (I)
Fixed chance to slightly reduce enemy's physical DEF while attacking."
Compare,,"Blank Grimoire
白紙の魔書",Tome,,437,536,290,233,"1496
(Lv70)",8,"Curse of Corrosion (I)
Reduce the physical ATK and magical ATK of 1 enemy by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Demonic Pipe of Avarice
強欲の魔笛",Instr.,,498,609,272,331,"1710
(Lv70)",9,"Holy Knight's Gospel (I)
Increase the physical DEF and magical DEF of 2 allies by a small amount.","Defensive Barrier (I)
Fixed chance to slightly increase own physical DEF and magical DEF while attacking."
Compare,,"Spear of Love and Hate
愛憎の槍",Polearm,,808,994,535,433,"2770
(Lv80)",12,"Gale of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Surefire Sling
必中の弩",Ranged,,440,539,293,236,"1508
(Lv70)",8,"Gale of Exorcism (II)
Deal moderate magical damage to 1 enemy.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Demonslaying Iron Hammer
滅鬼の鉄槌",Hammer,,910,732,487,393,"2522
(Lv80)",11,"Gale of Destruction (I)
Deal small physical damage to 1-2 enemies.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Nameless
無銘",Blade,,679,547,368,298,"1892
(Lv70)",10,"Gale of Destruction (II)
Deal moderate physical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Staff of White Lightning
白雷の杖",Staff,,611,492,331,268,"1702
(Lv70)",9,"Healing Light (II)
Heal 1 ally by a moderate amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Foreign Tome
異国の書",Tome,,996,802,433,531,"2762
(Lv80)",12,"Incantation of Submission (I)
Reduce the physical DEF and magical DEF of 2 enemies by a small amount.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"The Virtuoso and the Fairy
楽師と妖精",Instr.,,993,799,530,428,"2750
(Lv80)",12,"Hero's Rhapsody (I)
Increase the physical ATK and magical ATK of 1 ally by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Ancient Gun of a Ruined Land
亡国の古銃",Ranged,,810,996,437,535,"2778
(Lv80)",12,"Gale of Exorcism (II)
Deal moderate magical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Harp of the Maiden
撫子の竪琴",Instr.,,874,1075,578,467,"2994
(Lv80)",13,"Holy Knight's Gospel (I)
Increase the physical DEF and magical DEF of 2 allies by a small amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Artisan's Lance
名工の重槍",Polearm,,1185,2223,743,1109,"5260
(Lv120)",16,"Evil Thunder of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Bow of Substitution
入れ替えの弓",Ranged,,1183,2221,1109,739,"5252
(Lv120)",16,"Gale of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Appetite) The Devil's Wicked Rod
＜食＞魔神の凶棒",Hammer,,2094,1395,1071,867,"5427
(Lv120)",16,"Lightning of Assault (III)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","P.DEF Debuff (II)
Fixed chance to moderately reduce enemy's physical DEF while attacking."
Compare,,"The Swordsmith's Curse
刀鍛冶の呪縛",Blade,,2231,1185,1115,745,"5276
(Lv120)",16,"Torch of Destruction (IV)
Deal massive physical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Nature) Hanging Lamp of the Light God
＜性＞光神の灯籠",Focus,,1187,2225,1113,743,"5268
(Lv120)",16,"Gale of Exorcism (III)
Deal great magical damage to 1-2 enemies.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Wiseman of Hollyhocks (One Petal)
葵の賢者(一弁)",Staff,,1393,2084,1111,741,"5329
(Lv120)",16,"Prayer of Protection (III)
Heal 1 ally by a great amount of HP, and increase their magical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Imperial Scouting Notes
帝国偵察手記",Tome,,1391,2082,741,1107,"5321
(Lv120)",16,"Curse of Disenchantment (IV)
Reduce the magical DEF of 1 enemy by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Harp of Crawling Insects
蠢蟲の竪琴",Instr.,,1399,2090,749,1115,"5353
(Lv120)",16,"Sorcerer's Waltz (IV)
Increase the magical ATK of 1 ally by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Sorcery of the Puppeteer
人形使いの魔法",Focus,,809,995,436,534,"2774
(Lv80)",12,"Gale of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Demon's Spear
魔物の槍",Polearm,,873,1074,468,575,"2990
(Lv80)",13,"Evil Thunder of Leeching (I)
Deal small magical damage to 1-2 enemies, and recover a small amount of own HP.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Fabrications of the Werewolf
人狼の偽り",Ranged,,871,1072,466,573,"2982
(Lv80)",13,"Gale of Exorcism (III)
Deal great magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Vestiges of Capital Punishment
極刑の残滓",Hammer,,1074,865,573,462,"2974
(Lv80)",13,"Lightning of Leeching (I)
Deal small physical damage to 1-2 enemies, and recover a small amount of own HP.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Sword of a Hero
英雄が使いし剣",Blade,,1082,873,472,579,"3006
(Lv80)",13,"Gale of Destruction (III)
Deal great physical damage to 1 enemy.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Innocent Believer
無垢なる信徒",Focus,,875,1076,470,577,"2998
(Lv80)",13,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","M.ATK Debuff (I)
Fixed chance to slightly reduce enemy's magical ATK while attacking."
Compare,,"Staff of Inexperience
未修熟の杖",Staff,,1078,869,468,575,"2990
(Lv80)",13,"Blessed Gospel (II)
Heal 1-2 allies by a moderate amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Memoirs of an Elder Sage
賢老の手記",Tome,,871,1072,531,529,"3003
(Lv80)",13,"Curse of Submission (II)
Reduce the physical DEF and magical DEF of 1 enemy by a moderate amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Demon's Whistle
悪魔ノ呼笛",Instr.,,1074,865,464,571,"2974
(Lv80)",13,"Hero's Rhapsody (III)
Increase the physical ATK and magical ATK of 1 ally by a great amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Scythe of Buffoonery
道化の鎌",Polearm,,877,1078,581,470,"3006
(Lv80)",13,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Foolhardy Sling
蛮勇の弩",Ranged,,875,1076,579,468,"2998
(Lv80)",13,"Gale of Exorcism (III)
Deal great magical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Awakening from Nightmares
悪夢の目醒",Hammer,,1078,869,468,575,"2990
(Lv80)",13,"Gale of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Silent Desirer
静寂の願望者",Blade,,1076,867,575,464,"2982
(Lv80)",13,"Gale of Destruction (III)
Deal great physical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Chain of Cursed Words
呪言の連鎖",Focus,,869,1070,573,462,"2974
(Lv80)",13,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Staff of Suffering
被虐の杖",Staff,,877,1078,581,470,"3006
(Lv80)",13,"Healing Light (III)
Heal 1 ally by a great amount of HP.","M.DEF Debuff (I)
Fixed chance to slightly reduce enemy's magical DEF while attacking."
Compare,,"Grimoire of Dependency
依存の魔書",Tome,,1080,871,579,468,"2998
(Lv80)",13,"Curse of Corrosion (III)
Reduce the physical ATK and magical ATK of 1 enemy by a great amount.","ATK Debuff (I)
Fixed chance to slightly reduce enemy's physical ATK and magical ATK while attacking."
Compare,,"Dwarven Spear
こびとの槍",Polearm,,1394,2085,1112,742,"5333
(Lv120)",16,"Torrent of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Bow of the Death God
死神の弓",Ranged,,1392,2083,742,1108,"5325
(Lv120)",16,"Evil Hail of Leeching (III)
Deal great magical damage to 1 enemy, and recover a small amount of own HP.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"Great Hammer of the Unenlightened
凡夫の大槌",Hammer,,2224,1178,1108,738,"5248
(Lv120)",16,"Torrent of Destruction (III)
Deal great physical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Blade of Love and Hate
愛憎の刀刃",Blade,,2093,1394,1116,746,"5349
(Lv120)",16,"Icicle of Leeching (III)
Deal great physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Prayers to the Dragon God
竜神への祈り",Focus,,1396,2087,746,1112,"5341
(Lv120)",16,"Torrent of Exorcism (III)
Deal great magical damage to 1-2 enemies.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"A Naive Boy and His Staff of Miracles
愚直な少年と奇跡の杖",Staff,,2089,1390,1112,742,"5333
(Lv120)",16,"Healing Light (IV)
Heal 1 ally by a massive amount of HP.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Record of Human Observations
人間の観察記録",Tome,,2087,1388,742,1108,"5325
(Lv120)",16,"Curse of Rust (IV)
Reduce the physical ATK of 1 enemy by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Dissonance
不協和音",Instr.,,2085,1386,740,1106,"5317
(Lv120)",16,"Warrior's Waltz (IV)
Increase the physical ATK of 1 ally by a massive amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Pride of the Vigilante Corps
自警団の誇り",Ranged,,551,675,300,366,"1892
(Lv70)",10,"Wave of Exorcism (II)
Deal moderate magical damage to 1 enemy.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Purity of the Maiden
乙女の純真",Polearm,,496,607,331,268,"1702
(Lv70)",9,"Torrent of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Bewitching Gun of Morality
妖銃黒白",Ranged,,494,605,329,266,"1694
(Lv70)",9,"Wave of Exorcism (II)
Deal moderate magical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Great Hammer of Carnage
修羅の大槌",Hammer,,607,488,327,264,"1686
(Lv70)",9,"Torrent of Destruction (I)
Deal small physical damage to 1-2 enemies.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Dual Blades of Mutual Affection
相思の双刀",Blade,,605,486,264,323,"1678
(Lv70)",9,"Wave of Destruction (II)
Deal moderate physical damage to 1 enemy.","Anti-P.DMG Barrier (I)
Fixed chance to slightly increase own physical DEF while attacking."
Compare,,"Divination Crystal
占い水晶",Focus,,551,675,300,366,"1892
(Lv70)",10,"Torrent of Exorcism (I)
Deal small magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Staff of the Mad Judge
狂裁者の杖",Staff,,546,439,296,239,"1520
(Lv70)",8,"Healing Light (II)
Heal 1 ally by a moderate amount of HP.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
